id,act,section,title,content,keywords,replaces
BSA_74,Bharatiya Sakshya Adhiniyam 2023,74,Bharatiya Sakshya Adhiniyam 2023 Section 74,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 74. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 74
BSA_75,Bharatiya Sakshya Adhiniyam 2023,75,Bharatiya Sakshya Adhiniyam 2023 Section 75,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 75. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 75
BSA_76,Bharatiya Sakshya Adhiniyam 2023,76,Bharatiya Sakshya Adhiniyam 2023 Section 76,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 76. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 76
BSA_77,Bharatiya Sakshya Adhiniyam 2023,77,Bharatiya Sakshya Adhiniyam 2023 Section 77,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 77. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 77
BSA_78,Bharatiya Sakshya Adhiniyam 2023,78,Bharatiya Sakshya Adhiniyam 2023 Section 78,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 78. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 78
BSA_79,Bharatiya Sakshya Adhiniyam 2023,79,Bharatiya Sakshya Adhiniyam 2023 Section 79,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 79. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 79
BSA_80,Bharatiya Sakshya Adhiniyam 2023,80,Bharatiya Sakshya Adhiniyam 2023 Section 80,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 80. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 80
BSA_81,Bharatiya Sakshya Adhiniyam 2023,81,Bharatiya Sakshya Adhiniyam 2023 Section 81,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 81. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 81
BSA_82,Bharatiya Sakshya Adhiniyam 2023,82,Bharatiya Sakshya Adhiniyam 2023 Section 82,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 82. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 82
BSA_83,Bharatiya Sakshya Adhiniyam 2023,83,Bharatiya Sakshya Adhiniyam 2023 Section 83,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 83. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 83
BSA_84,Bharatiya Sakshya Adhiniyam 2023,84,Bharatiya Sakshya Adhiniyam 2023 Section 84,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 84. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 84
BSA_85,Bharatiya Sakshya Adhiniyam 2023,85,Bharatiya Sakshya Adhiniyam 2023 Section 85,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 85. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 85
BSA_86,Bharatiya Sakshya Adhiniyam 2023,86,Bharatiya Sakshya Adhiniyam 2023 Section 86,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 86. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 86
BSA_87,Bharatiya Sakshya Adhiniyam 2023,87,Bharatiya Sakshya Adhiniyam 2023 Section 87,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 87. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 87
BSA_88,Bharatiya Sakshya Adhiniyam 2023,88,Bharatiya Sakshya Adhiniyam 2023 Section 88,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 88. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 88
BSA_89,Bharatiya Sakshya Adhiniyam 2023,89,Bharatiya Sakshya Adhiniyam 2023 Section 89,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 89. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 89
BSA_90,Bharatiya Sakshya Adhiniyam 2023,90,Bharatiya Sakshya Adhiniyam 2023 Section 90,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 90. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 90
BSA_91,Bharatiya Sakshya Adhiniyam 2023,91,Bharatiya Sakshya Adhiniyam 2023 Section 91,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 91. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 91
BSA_92,Bharatiya Sakshya Adhiniyam 2023,92,Bharatiya Sakshya Adhiniyam 2023 Section 92,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 92. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 92
BSA_93,Bharatiya Sakshya Adhiniyam 2023,93,Bharatiya Sakshya Adhiniyam 2023 Section 93,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 93. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 93
BSA_94,Bharatiya Sakshya Adhiniyam 2023,94,Bharatiya Sakshya Adhiniyam 2023 Section 94,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 94. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 94
BSA_95,Bharatiya Sakshya Adhiniyam 2023,95,Bharatiya Sakshya Adhiniyam 2023 Section 95,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 95. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 95
BSA_96,Bharatiya Sakshya Adhiniyam 2023,96,Bharatiya Sakshya Adhiniyam 2023 Section 96,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 96. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 96
BSA_97,Bharatiya Sakshya Adhiniyam 2023,97,Bharatiya Sakshya Adhiniyam 2023 Section 97,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 97. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 97
BSA_98,Bharatiya Sakshya Adhiniyam 2023,98,Bharatiya Sakshya Adhiniyam 2023 Section 98,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 98. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 98
BSA_99,Bharatiya Sakshya Adhiniyam 2023,99,Bharatiya Sakshya Adhiniyam 2023 Section 99,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 99. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 99
BSA_100,Bharatiya Sakshya Adhiniyam 2023,100,Bharatiya Sakshya Adhiniyam 2023 Section 100,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 100. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 100
BSA_101,Bharatiya Sakshya Adhiniyam 2023,101,Bharatiya Sakshya Adhiniyam 2023 Section 101,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 101. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 101
BSA_102,Bharatiya Sakshya Adhiniyam 2023,102,Bharatiya Sakshya Adhiniyam 2023 Section 102,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 102. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 102
BSA_103,Bharatiya Sakshya Adhiniyam 2023,103,Bharatiya Sakshya Adhiniyam 2023 Section 103,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 103. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 103
BSA_104,Bharatiya Sakshya Adhiniyam 2023,104,Bharatiya Sakshya Adhiniyam 2023 Section 104,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 104. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 104
BSA_105,Bharatiya Sakshya Adhiniyam 2023,105,Bharatiya Sakshya Adhiniyam 2023 Section 105,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 105. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 105
BSA_106,Bharatiya Sakshya Adhiniyam 2023,106,Bharatiya Sakshya Adhiniyam 2023 Section 106,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 106. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 106
BSA_107,Bharatiya Sakshya Adhiniyam 2023,107,Bharatiya Sakshya Adhiniyam 2023 Section 107,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 107. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 107
BSA_108,Bharatiya Sakshya Adhiniyam 2023,108,Bharatiya Sakshya Adhiniyam 2023 Section 108,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 108. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 108
BSA_109,Bharatiya Sakshya Adhiniyam 2023,109,Bharatiya Sakshya Adhiniyam 2023 Section 109,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 109. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 109
BSA_110,Bharatiya Sakshya Adhiniyam 2023,110,Bharatiya Sakshya Adhiniyam 2023 Section 110,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 110. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 110
BSA_111,Bharatiya Sakshya Adhiniyam 2023,111,Bharatiya Sakshya Adhiniyam 2023 Section 111,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 111. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 111
BSA_112,Bharatiya Sakshya Adhiniyam 2023,112,Bharatiya Sakshya Adhiniyam 2023 Section 112,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 112. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 112
BSA_113,Bharatiya Sakshya Adhiniyam 2023,113,Bharatiya Sakshya Adhiniyam 2023 Section 113,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 113. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 113
BSA_114,Bharatiya Sakshya Adhiniyam 2023,114,Bharatiya Sakshya Adhiniyam 2023 Section 114,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 114. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 114
BSA_115,Bharatiya Sakshya Adhiniyam 2023,115,Bharatiya Sakshya Adhiniyam 2023 Section 115,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 115. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 115
BSA_116,Bharatiya Sakshya Adhiniyam 2023,116,Bharatiya Sakshya Adhiniyam 2023 Section 116,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 116. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 116
BSA_117,Bharatiya Sakshya Adhiniyam 2023,117,Bharatiya Sakshya Adhiniyam 2023 Section 117,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 117. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 117
BSA_118,Bharatiya Sakshya Adhiniyam 2023,118,Bharatiya Sakshya Adhiniyam 2023 Section 118,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 118. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 118
BSA_119,Bharatiya Sakshya Adhiniyam 2023,119,Bharatiya Sakshya Adhiniyam 2023 Section 119,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 119. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 119
BSA_120,Bharatiya Sakshya Adhiniyam 2023,120,Bharatiya Sakshya Adhiniyam 2023 Section 120,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 120. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 120
BSA_121,Bharatiya Sakshya Adhiniyam 2023,121,Bharatiya Sakshya Adhiniyam 2023 Section 121,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 121. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 121
BSA_122,Bharatiya Sakshya Adhiniyam 2023,122,Bharatiya Sakshya Adhiniyam 2023 Section 122,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 122. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 122
BSA_123,Bharatiya Sakshya Adhiniyam 2023,123,Bharatiya Sakshya Adhiniyam 2023 Section 123,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 123. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 123
BSA_124,Bharatiya Sakshya Adhiniyam 2023,124,Bharatiya Sakshya Adhiniyam 2023 Section 124,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 124. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 124
BSA_125,Bharatiya Sakshya Adhiniyam 2023,125,Bharatiya Sakshya Adhiniyam 2023 Section 125,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 125. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 125
BSA_126,Bharatiya Sakshya Adhiniyam 2023,126,Bharatiya Sakshya Adhiniyam 2023 Section 126,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 126. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 126
BSA_127,Bharatiya Sakshya Adhiniyam 2023,127,Bharatiya Sakshya Adhiniyam 2023 Section 127,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 127. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 127
BSA_128,Bharatiya Sakshya Adhiniyam 2023,128,Bharatiya Sakshya Adhiniyam 2023 Section 128,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 128. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 128
BSA_129,Bharatiya Sakshya Adhiniyam 2023,129,Bharatiya Sakshya Adhiniyam 2023 Section 129,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 129. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 129
BSA_130,Bharatiya Sakshya Adhiniyam 2023,130,Bharatiya Sakshya Adhiniyam 2023 Section 130,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 130. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 130
BSA_131,Bharatiya Sakshya Adhiniyam 2023,131,Bharatiya Sakshya Adhiniyam 2023 Section 131,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 131. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 131
BSA_132,Bharatiya Sakshya Adhiniyam 2023,132,Bharatiya Sakshya Adhiniyam 2023 Section 132,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 132. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 132
BSA_133,Bharatiya Sakshya Adhiniyam 2023,133,Bharatiya Sakshya Adhiniyam 2023 Section 133,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 133. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 133
BSA_134,Bharatiya Sakshya Adhiniyam 2023,134,Bharatiya Sakshya Adhiniyam 2023 Section 134,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 134. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 134
BSA_135,Bharatiya Sakshya Adhiniyam 2023,135,Bharatiya Sakshya Adhiniyam 2023 Section 135,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 135. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 135
BSA_136,Bharatiya Sakshya Adhiniyam 2023,136,Bharatiya Sakshya Adhiniyam 2023 Section 136,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 136. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 136
BSA_137,Bharatiya Sakshya Adhiniyam 2023,137,Bharatiya Sakshya Adhiniyam 2023 Section 137,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 137. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 137
BSA_138,Bharatiya Sakshya Adhiniyam 2023,138,Bharatiya Sakshya Adhiniyam 2023 Section 138,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 138. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 138
BSA_139,Bharatiya Sakshya Adhiniyam 2023,139,Bharatiya Sakshya Adhiniyam 2023 Section 139,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 139. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 139
BSA_140,Bharatiya Sakshya Adhiniyam 2023,140,Bharatiya Sakshya Adhiniyam 2023 Section 140,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 140. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 140
BSA_141,Bharatiya Sakshya Adhiniyam 2023,141,Bharatiya Sakshya Adhiniyam 2023 Section 141,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 141. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 141
BSA_142,Bharatiya Sakshya Adhiniyam 2023,142,Bharatiya Sakshya Adhiniyam 2023 Section 142,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 142. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 142
BSA_143,Bharatiya Sakshya Adhiniyam 2023,143,Bharatiya Sakshya Adhiniyam 2023 Section 143,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 143. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 143
BSA_144,Bharatiya Sakshya Adhiniyam 2023,144,Bharatiya Sakshya Adhiniyam 2023 Section 144,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 144. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 144
BSA_145,Bharatiya Sakshya Adhiniyam 2023,145,Bharatiya Sakshya Adhiniyam 2023 Section 145,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 145. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 145
BSA_146,Bharatiya Sakshya Adhiniyam 2023,146,Bharatiya Sakshya Adhiniyam 2023 Section 146,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 146. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 146
BSA_147,Bharatiya Sakshya Adhiniyam 2023,147,Bharatiya Sakshya Adhiniyam 2023 Section 147,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 147. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 147
BSA_148,Bharatiya Sakshya Adhiniyam 2023,148,Bharatiya Sakshya Adhiniyam 2023 Section 148,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 148. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 148
BSA_149,Bharatiya Sakshya Adhiniyam 2023,149,Bharatiya Sakshya Adhiniyam 2023 Section 149,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 149. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 149
BSA_150,Bharatiya Sakshya Adhiniyam 2023,150,Bharatiya Sakshya Adhiniyam 2023 Section 150,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 150. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 150
BSA_151,Bharatiya Sakshya Adhiniyam 2023,151,Bharatiya Sakshya Adhiniyam 2023 Section 151,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 151. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 151
BSA_152,Bharatiya Sakshya Adhiniyam 2023,152,Bharatiya Sakshya Adhiniyam 2023 Section 152,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 152. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 152
BSA_153,Bharatiya Sakshya Adhiniyam 2023,153,Bharatiya Sakshya Adhiniyam 2023 Section 153,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 153. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 153
BSA_154,Bharatiya Sakshya Adhiniyam 2023,154,Bharatiya Sakshya Adhiniyam 2023 Section 154,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 154. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 154
BSA_155,Bharatiya Sakshya Adhiniyam 2023,155,Bharatiya Sakshya Adhiniyam 2023 Section 155,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 155. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 155
BSA_156,Bharatiya Sakshya Adhiniyam 2023,156,Bharatiya Sakshya Adhiniyam 2023 Section 156,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 156. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 156
BSA_157,Bharatiya Sakshya Adhiniyam 2023,157,Bharatiya Sakshya Adhiniyam 2023 Section 157,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 157. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 157
BSA_158,Bharatiya Sakshya Adhiniyam 2023,158,Bharatiya Sakshya Adhiniyam 2023 Section 158,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 158. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 158
BSA_159,Bharatiya Sakshya Adhiniyam 2023,159,Bharatiya Sakshya Adhiniyam 2023 Section 159,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 159. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 159
BSA_160,Bharatiya Sakshya Adhiniyam 2023,160,Bharatiya Sakshya Adhiniyam 2023 Section 160,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 160. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 160
BSA_161,Bharatiya Sakshya Adhiniyam 2023,161,Bharatiya Sakshya Adhiniyam 2023 Section 161,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 161. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 161
BSA_162,Bharatiya Sakshya Adhiniyam 2023,162,Bharatiya Sakshya Adhiniyam 2023 Section 162,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 162. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 162
BSA_163,Bharatiya Sakshya Adhiniyam 2023,163,Bharatiya Sakshya Adhiniyam 2023 Section 163,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 163. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 163
BSA_164,Bharatiya Sakshya Adhiniyam 2023,164,Bharatiya Sakshya Adhiniyam 2023 Section 164,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 164. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 164
BSA_165,Bharatiya Sakshya Adhiniyam 2023,165,Bharatiya Sakshya Adhiniyam 2023 Section 165,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 165. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 165
BSA_166,Bharatiya Sakshya Adhiniyam 2023,166,Bharatiya Sakshya Adhiniyam 2023 Section 166,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 166. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 166
BSA_167,Bharatiya Sakshya Adhiniyam 2023,167,Bharatiya Sakshya Adhiniyam 2023 Section 167,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 167. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 167
BSA_168,Bharatiya Sakshya Adhiniyam 2023,168,Bharatiya Sakshya Adhiniyam 2023 Section 168,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 168. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 168
BSA_169,Bharatiya Sakshya Adhiniyam 2023,169,Bharatiya Sakshya Adhiniyam 2023 Section 169,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 169. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 169
BSA_170,Bharatiya Sakshya Adhiniyam 2023,170,Bharatiya Sakshya Adhiniyam 2023 Section 170,"This is placeholder legal text for Bharatiya Sakshya Adhiniyam 2023 section 170. It describes provisions, procedures, or offences under the law.","evidence, proof, court",IEA 170
CONST_1,Constitution of India 1950,1,Constitution of India 1950 Section 1,"This is placeholder legal text for Constitution of India 1950 section 1. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_2,Constitution of India 1950,2,Constitution of India 1950 Section 2,"This is placeholder legal text for Constitution of India 1950 section 2. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_3,Constitution of India 1950,3,Constitution of India 1950 Section 3,"This is placeholder legal text for Constitution of India 1950 section 3. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_4,Constitution of India 1950,4,Constitution of India 1950 Section 4,"This is placeholder legal text for Constitution of India 1950 section 4. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_5,Constitution of India 1950,5,Constitution of India 1950 Section 5,"This is placeholder legal text for Constitution of India 1950 section 5. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_6,Constitution of India 1950,6,Constitution of India 1950 Section 6,"This is placeholder legal text for Constitution of India 1950 section 6. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_7,Constitution of India 1950,7,Constitution of India 1950 Section 7,"This is placeholder legal text for Constitution of India 1950 section 7. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_8,Constitution of India 1950,8,Constitution of India 1950 Section 8,"This is placeholder legal text for Constitution of India 1950 section 8. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_9,Constitution of India 1950,9,Constitution of India 1950 Section 9,"This is placeholder legal text for Constitution of India 1950 section 9. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_10,Constitution of India 1950,10,Constitution of India 1950 Section 10,"This is placeholder legal text for Constitution of India 1950 section 10. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_11,Constitution of India 1950,11,Constitution of India 1950 Section 11,"This is placeholder legal text for Constitution of India 1950 section 11. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_12,Constitution of India 1950,12,Constitution of India 1950 Section 12,"This is placeholder legal text for Constitution of India 1950 section 12. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_13,Constitution of India 1950,13,Constitution of India 1950 Section 13,"This is placeholder legal text for Constitution of India 1950 section 13. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_14,Constitution of India 1950,14,Constitution of India 1950 Section 14,"This is placeholder legal text for Constitution of India 1950 section 14. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_15,Constitution of India 1950,15,Constitution of India 1950 Section 15,"This is placeholder legal text for Constitution of India 1950 section 15. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_16,Constitution of India 1950,16,Constitution of India 1950 Section 16,"This is placeholder legal text for Constitution of India 1950 section 16. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
CONST_17,Constitution of India 1950,17,Constitution of India 1950 Section 17,"This is placeholder legal text for Constitution of India 1950 section 17. It describes provisions, procedures, or offences under the law.","constitution, rights, governance",
